Wersja j?zykowa (PL/EN),Zgoda na udzia? (wszyscy = 1),Kod polecaj?cy (nieobligatoryjne),"Po raz kt¢ry gra (1 = 1, 2 = 2, 3 = 3, 4 i 4+ = 4)","P?e? (M??czyzna, Kobieta, Inna)",Skala Kinseya (0-6),"Biseksualno?? - scenariusz z kobiet? = F, scenariusz z m??czyzn? = M)",Wiek,"PozytywnaPrezentacja1 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja2 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja3 (a= sexy, b = kind,c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja4 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja5 (a= sexy, b = kind, c = wealthy, d = healthy, e = artistic)","PozytywnaPrezentacja6 (a= sexy, b = kind, c = wealthy, d= healthy,  e= artistic)","ObrzydliwaPrezencja1 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja2 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja3 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja4 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja5 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja6 (a = patogen, b = sex, c = moral)",Tybur1 (0-6),Tybur2 (0-6),Tybur3(0-6),Tybur4 (0-6),Tybur5 (0-6),Tybur6(0-6),Tybur7 (0-6),Tybur8 (0-6),Tybur9 (0-6),Tybur10 (0-6),Tybur11 (0-6),Tybur12 (0-6),Tybur13 (0-6),Tybur14 (0-6),Tybur15 (0-6),Tybur16 (0-6),Tybur17 (0-6),Tybur18 (0-6),Tybur19 (0-6),Tybur20 (0-6),Tybur21 (0-6),SelfArt (1-11),SelfHealth (1-11),SelfKind (1-11),SelfSexy (1-11),SelfWealth (1-11),IdealArt (1-11),IdealHealth (1-11),IdealKind (1-11),IdealSexy (1-11,IdealWealth (1-11),HasChildren?,HowManyKids,YoungestKidAge,OldestKidAge,"MilkVSCereal (a - milk first, b- cereal first)",attention check,relationship status,timestamp
en,TRUE,NA,1,m,5,m,32,a,a,b,c,a,d,c,b,b,a,a,b,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,6,7,8,7,7,6,5,6,7,7,No,0,NA,NA,a,2,single,2/23/2023 23:55
en,TRUE,NA,1,f,0,m,27,c,c,a,e,a,b,c,a,b,a,c,a,3,6,6,6,6,4,4,6,6,5,6,5,4,6,6,6,6,4,6,6,3,6,6,8,8,6,6,8,8,9,9,No,0,NA,NA,b,2,single,12/16/2022 21:46
en,TRUE,NA,1,f,0,m,37,b,a,a,c,c,a,a,c,b,b,c,b,6,2,6,6,0,6,0,0,6,6,6,1,6,6,6,5,3,4,6,5,6,1,6,9,6,6,1,6,6,6,6,Yes,2,13,16,b,2,in relationship,2/6/2023 21:16
en,TRUE,NA,2,m,0,f,45,e,e,b,e,b,c,a,b,a,a,b,b,5,6,5,4,2,5,4,5,6,5,5,5,6,5,4,2,5,6,5,3,5,4,11,11,10,9,8,10,9,10,11,Yes,2,11,6,a,2,in relationship,3/29/2023 16:35
en,TRUE,NA,1,m,1,f,33,b,a,c,e,d,a,b,b,a,c,b,b,3,1,5,4,0,4,0,0,5,3,0,5,6,2,5,2,0,3,1,1,5,3,7,8,7,5,6,7,6,6,6,Yes,1,12,NA,b,2,single,3/29/2023 16:13
en,TRUE,game,1,m,5,m,30,b,e,b,e,b,b,b,a,a,a,b,b,5,5,6,4,3,2,2,3,4,5,6,3,4,4,5,5,5,6,3,3,3,3,7,2,5,4,4,4,3,7,5,Yes,1,4,NA,a,2,in relationship,2/6/2023 20:28
en,TRUE,game,1,f,5,f,40,c,c,d,e,b,d,c,c,b,c,c,c,4,2,4,5,6,5,5,6,5,6,5,4,5,4,5,6,5,5,6,5,5,2,4,5,3,2,1,3,4,4,3,Yes,1,3,NA,b,2,in relationship,2/6/2023 20:34
pl,TRUE,NA,1,f,0,m,20,b,a,e,d,a,b,c,c,a,b,c,b,0,6,2,3,5,4,1,3,0,5,6,1,2,6,3,4,5,2,3,6,1,7,10,6,7,5,6,9,7,9,8,Nie,0,NA,NA,a,2,single,1/30/2023 23:22
pl,TRUE,NA,1,f,1,m,22,a,c,a,a,a,a,b,b,b,b,b,b,3,4,2,5,0,6,2,0,5,6,1,5,3,0,3,0,6,6,3,6,5,6,7,8,6,8,6,8,8,8,8,Nie,0,NA,NA,b,2,single,1/9/2023 18:12
en,TRUE,"""game",1,f,0,m,25,d,b,e,c,a,e,c,b,a,c,b,c,1,4,2,3,5,3,4,2,4,3,5,1,2,3,1,3,2,4,3,2,3,4,3,8,6,7,6,6,7,1,6,No,0,NA,NA,a,2,in relationship,2/24/2023 0:18
en,TRUE,game,1,m,0,f,25,c,e,d,c,b,e,c,b,b,b,c,c,4,3,3,4,5,4,4,4,4,3,4,1,2,3,3,2,2,3,4,4,3,4,7,6,5,7,4,8,5,9,5,No,0,NA,NA,b,2,single,3/29/2023 16:45
pl,TRUE,NA,1,m,0,f,35,e,c,b,e,e,b,b,b,c,c,c,b,0,0,3,6,0,4,1,0,5,6,0,4,0,0,3,4,2,3,3,0,6,9,9,7,8,6,7,8,9,8,9,Nie,0,NA,NA,a,2,single,12/19/2022 0:30
pl,TRUE,NA,1,m,6,m,19,e,e,e,a,e,a,c,c,a,c,b,c,1,0,6,5,0,0,0,0,1,3,0,3,3,0,1,6,1,6,1,0,0,6,5,7,5,6,9,7,7,8,6,Nie,0,NA,NA,b,2,in relationship,2/14/2023 21:43
en,TRUE,game,1,f,0,m,30,c,e,b,c,e,c,c,a,a,a,b,a,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,5,6,6,11,11,11,11,10,11,11,11,6,10,Yes,2,NA,3,a,2,in relationship,3/21/2023 13:48
pl,TRUE,KG0902,1,f,1,m,21,e,c,d,a,a,d,c,b,a,a,c,c,4,2,5,6,0,5,2,0,4,6,4,1,5,0,2,5,5,6,5,1,6,3,8,10,8,6,4,8,10,7,9,Nie,0,NA,NA,b,2,in relationship,1/5/2023 16:07
en,TRUE,game,1,m,6,m,28,d,e,e,c,b,c,a,a,c,c,a,a,4,5,4,5,5,4,4,4,5,5,6,4,5,4,4,5,5,4,5,4,5,11,11,10,11,10,10,11,10,10,11,No,0,NA,NA,a,2,in relationship,2/7/2023 4:42
en,TRUE,game,1,m,5,m,30,d,a,c,a,e,a,a,a,a,c,c,c,5,4,4,4,3,3,4,4,3,3,3,3,3,2,4,4,3,4,3,3,4,7,11,8,10,7,7,9,8,7,8,Yes,2,12,8,a,2,in relationship,3/10/2023 23:36
pl,TRUE,KG0902,1,f,3,m,19,e,c,a,b,c,e,c,c,c,b,c,b,4,4,4,6,1,1,1,0,3,5,2,5,3,1,2,5,6,1,4,0,6,7,9,9,8,8,4,9,9,8,8,Nie,0,NA,NA,b,2,single,1/9/2023 10:18
pl,TRUE,NA,1,m,0,f,31,d,c,b,b,b,b,c,c,a,c,c,a,3,4,4,5,0,2,2,1,1,5,1,2,2,1,2,1,2,1,4,0,1,3,9,6,6,8,3,9,6,7,8,Tak,1,1,NA,b,2,in relationship,12/16/2022 21:02
en,TRUE,game,1,m,5,m,30,d,d,d,e,a,e,a,a,a,b,a,a,5,4,5,4,5,4,5,4,5,4,5,2,2,2,2,2,2,2,2,2,2,5,6,3,2,1,1,1,1,1,11,No,0,NA,NA,b,2,single,2/6/2023 20:44
pl,TRUE,AB12,1,f,1,m,23,c,e,c,d,c,b,c,b,b,c,b,a,4,4,2,6,0,1,3,0,1,5,0,6,5,0,4,4,6,3,4,0,1,5,6,9,11,7,6,7,11,8,10,Nie,0,NA,NA,b,2,in relationship,12/27/2022 23:13
pl,TRUE,KG0902,1,f,0,m,24,e,a,b,b,a,e,c,b,c,c,b,b,3,3,4,5,0,3,2,1,1,4,4,6,4,2,3,3,6,6,5,6,4,7,5,7,6,7,7,6,7,6,7,Nie,0,NA,NA,b,2,single,1/7/2023 14:21
en,TRUE,game,1,m,4,m,30,a,b,e,a,c,b,b,b,a,b,c,a,1,2,3,4,5,6,4,2,4,5,3,2,3,4,5,6,5,3,4,5,6,3,3,2,1,3,2,1,2,1,2,Yes,2,1,2,a,2,single,3/21/2023 13:26
pl,TRUE,NA,1,m,3,f,22,d,c,e,b,d,d,c,c,c,c,b,a,3,3,5,5,3,1,0,0,1,5,5,4,5,4,3,4,5,4,5,0,3,4,5,6,3,1,3,6,6,5,6,Nie,0,NA,NA,b,2,single,12/28/2022 0:13
pl,TRUE,NA,1,f,0,m,40,a,a,a,d,a,a,c,a,b,a,b,b,0,1,5,1,6,0,0,5,2,6,5,4,1,6,5,1,6,6,5,6,1,3,6,6,2,2,6,9,9,10,10,Tak,3,NA,14,b,2,in relationship,2/12/2023 17:05
en,TRUE,NA,1,m,0,f,35,c,e,b,d,b,e,b,a,b,a,b,b,1,1,0,1,1,0,6,5,6,4,4,2,3,4,3,4,4,5,4,5,3,4,3,2,5,6,4,2,11,11,11,Yes,2,5,8,a,2,in relationship,3/10/2023 23:04
pl,TRUE,NA,1,f,1,m,26,e,a,c,a,e,a,b,b,b,b,b,b,3,0,4,5,0,3,1,0,2,4,1,4,5,0,4,1,2,6,4,1,5,7,10,9,11,6,9,11,9,11,9,Nie,0,NA,NA,a,2,in relationship,12/16/2022 20:47
en,TRUE,game,2,f,5,f,28,e,b,a,e,d,c,b,b,c,c,b,c,4,5,5,6,5,5,6,5,6,5,5,6,5,5,6,5,6,5,6,5,6,4,5,3,2,2,2,2,1,2,2,Yes,1,3,NA,b,5,in relationship,2/6/2023 20:57
pl,TRUE,KG0902,1,f,0,m,40,a,e,b,d,c,e,c,a,b,c,b,b,0,0,5,5,2,4,2,4,1,3,5,0,1,0,6,4,4,0,3,3,0,11,7,8,8,6,8,8,9,9,7,Tak,2,16,18,b,2,in relationship,1/4/2023 9:17
en,TRUE,game,2,m,6,m,30,d,b,e,a,d,b,c,b,a,c,b,c,5,6,6,3,6,6,6,4,6,5,5,2,2,3,3,6,6,6,6,6,6,3,5,5,5,5,3,7,6,5,10,No,0,NA,NA,b,2,in relationship,3/29/2023 19:42
en,TRUE,NA,1,m,0,f,45,a,a,d,d,a,a,c,c,a,c,a,a,6,5,6,6,0,6,0,5,5,6,6,3,6,2,6,3,5,4,5,0,3,5,6,7,5,5,6,6,6,5,7,No,0,NA,NA,a,2,in relationship,2/6/2023 21:47
en,TRUE,game,1,m,3,f,30,a,a,a,a,d,d,a,b,b,b,a,a,5,4,4,5,4,4,3,4,4,5,4,3,4,5,4,4,5,4,5,4,3,9,7,9,8,9,8,9,7,7,10,Yes,2,9,12,a,2,in relationship,3/11/2023 1:13
pl,TRUE,AB12,2,m,2,f,22,e,a,c,d,a,a,b,a,b,b,c,b,3,4,5,3,0,1,0,0,1,3,1,4,2,2,4,3,2,3,2,0,1,5,7,8,8,7,6,7,6,7,6,Nie,0,NA,NA,b,2,single,12/20/2022 22:42
pl,TRUE,NA,1,f,0,m,27,a,c,d,b,e,e,a,b,c,c,c,b,5,0,1,5,0,0,5,0,2,5,0,3,3,0,5,4,5,1,5,2,2,8,9,10,9,9,7,9,11,8,6,Nie,0,NA,NA,b,2,in relationship,2/7/2023 10:55
pl,TRUE,NA,1,f,3,f,19,e,b,b,d,b,b,a,b,a,c,a,c,1,2,1,3,0,0,1,0,0,5,1,3,3,4,2,4,5,5,4,0,1,5,6,8,6,4,7,9,10,9,9,Nie,0,NA,NA,a,2,single,1/31/2023 8:16
pl,TRUE,NA,1,f,2,m,18,a,c,c,d,b,e,c,c,a,c,c,a,3,2,1,4,1,3,0,3,1,5,5,1,3,4,0,6,6,1,2,3,0,8,6,9,5,7,7,6,9,5,7,Nie,0,NA,NA,b,2,single,2/1/2023 20:05
en,TRUE,game,2,m,5,m,30,c,d,a,c,c,c,c,b,c,b,a,c,6,5,5,5,6,5,6,5,6,5,6,6,4,5,6,4,6,3,4,5,4,2,7,5,6,7,2,7,8,5,5,Yes,1,6,NA,b,5,in relationship,3/29/2023 18:46
pl,TRUE,NA,1,f,5,f,15,a,b,c,e,c,b,a,a,b,c,c,c,2,5,4,5,0,0,0,0,3,6,5,1,1,3,5,5,6,4,6,0,1,8,6,8,9,7,7,6,8,9,6,Nie,0,NA,NA,b,2,single,1/13/2023 20:33
pl,TRUE,NA,1,f,5,f,21,a,a,a,a,a,e,c,b,c,a,c,c,1,3,2,4,2,2,1,0,1,3,2,2,3,1,3,2,3,3,3,3,4,9,7,9,9,7,5,8,8,9,8,Nie,0,NA,NA,b,2,in relationship,1/12/2023 22:33
pl,TRUE,NA,1,m,1,f,21,c,c,d,b,b,e,c,b,a,a,c,c,0,1,3,4,0,5,2,0,2,6,3,6,4,0,4,4,1,6,3,0,1,3,5,8,6,7,6,7,8,7,6,Nie,0,NA,NA,a,2,single,1/2/2023 13:30
pl,TRUE,CHUJOWIZNA,1,m,0,f,28,e,a,e,b,e,b,a,a,b,c,b,b,6,0,3,6,0,1,2,0,0,6,0,0,6,1,1,6,1,3,6,0,0,9,11,9,7,8,8,8,5,8,4,Nie,0,NA,NA,b,2,in relationship,12/18/2022 12:59
en,TRUE,NA,1,f,1,m,30,e,a,c,e,a,d,c,a,c,c,c,b,3,3,5,2,0,4,3,0,4,3,2,2,0,0,5,1,6,3,0,2,6,7,6,9,6,5,6,6,9,6,6,Yes,1,1,NA,b,2,single,2/6/2023 23:30
pl,TRUE,AB12,1,f,1,m,24,e,c,a,e,d,e,c,b,c,c,b,b,4,0,2,6,0,0,0,0,2,6,2,4,1,6,3,2,6,6,5,4,4,4,3,9,6,6,5,10,9,9,7,Nie,0,NA,NA,b,2,in relationship,12/28/2022 16:21
pl,TRUE,KG0902,1,f,0,m,22,e,c,a,b,a,b,c,b,c,c,c,c,3,2,3,5,0,3,3,6,2,6,5,4,5,4,5,3,6,6,5,6,4,8,6,9,7,7,6,9,9,7,7,Nie,0,NA,NA,b,2,in relationship,1/30/2023 16:35
en,TRUE,game,2,f,0,m,36,d,b,a,b,a,c,a,a,a,c,a,c,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,1,1,2,10,1,1,1,1,1,2,Yes,2,1,1,a,6,in relationship,3/29/2023 16:32
pl,TRUE,NA,1,m,0,f,41,b,e,d,b,b,b,a,a,c,a,b,b,1,3,2,2,0,1,1,0,0,5,4,2,2,1,1,3,4,2,2,0,0,8,7,8,6,9,7,7,8,7,7,Nie,0,NA,NA,b,2,in relationship,12/21/2022 0:30
en,TRUE,game,1,m,0,f,30,b,d,d,b,c,e,c,b,a,c,b,b,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,6,5,7,6,5,6,6,5,7,4,Yes,1,6,NA,b,2,in relationship,3/21/2023 14:45
pl,TRUE,KG0902,1,f,4,f,40,d,b,e,c,c,e,a,a,c,c,c,b,3,2,5,5,5,5,3,0,1,5,0,4,4,4,2,1,1,0,2,1,2,2,5,9,6,6,6,8,9,3,8,Nie,0,NA,NA,a,1,single,1/4/2023 21:05
pl,TRUE,AB13,1,m,6,m,26,e,b,a,c,e,a,b,c,c,b,b,b,4,2,4,5,1,3,3,1,4,5,3,4,4,1,5,4,4,5,5,0,4,7,6,6,6,6,7,7,8,7,7,Nie,0,NA,NA,b,2,in relationship,2/13/2023 14:53
pl,TRUE,NA,1,f,0,m,29,e,c,b,c,c,b,b,b,c,c,c,a,6,4,5,6,4,2,2,3,5,6,3,4,4,4,6,6,5,6,6,3,2,2,9,11,9,10,6,9,10,9,9,Nie,0,NA,NA,b,2,in relationship,2/7/2023 11:21
en,TRUE,NA,1,f,0,m,22,c,e,a,d,e,b,c,b,c,c,a,a,6,6,6,6,6,4,6,6,3,5,6,6,4,6,6,6,5,6,6,6,5,7,6,11,6,7,4,6,8,8,8,No,0,NA,NA,b,2,single,2/6/2023 20:44
en,TRUE,NA,1,f,0,m,31,b,c,e,d,d,a,c,c,b,c,c,a,3,2,6,4,2,6,1,1,6,2,0,6,2,1,6,2,1,6,3,0,5,7,6,6,5,5,7,7,7,7,7,No,0,NA,NA,b,2,single,2/6/2023 22:29
en,TRUE,game,1,m,0,f,28,a,a,a,b,c,d,b,c,a,c,c,c,0,6,5,5,5,4,3,3,4,3,5,4,4,5,5,3,6,5,4,6,6,5,6,9,4,5,8,8,8,6,5,Yes,2,7,13,a,2,in relationship,2/6/2023 21:51
en,TRUE,game,1,f,0,m,29,e,a,b,d,c,b,c,b,c,b,b,c,1,5,6,4,1,6,2,0,3,4,0,4,3,0,5,1,5,6,1,0,4,4,6,8,6,8,3,6,6,6,7,Yes,1,1,NA,b,2,in relationship,2/6/2023 22:33
en,TRUE,game,1,f,0,m,34,e,e,a,b,d,e,a,c,a,c,a,a,1,1,3,5,0,4,2,0,4,6,6,3,5,1,4,1,6,6,2,3,6,9,6,6,6,2,6,6,7,6,6,No,0,NA,NA,b,2,in relationship,2/6/2023 20:44
en,TRUE,76642,1,f,5,f,28,b,c,d,d,e,b,b,c,c,c,a,a,5,4,5,5,4,4,5,4,5,6,5,6,5,6,5,6,5,4,5,4,5,2,2,3,3,2,2,3,3,3,3,Yes,1,2,NA,b,5,in relationship,2/6/2023 20:31
en,TRUE,NA,1,f,2,m,18,e,b,e,e,a,e,b,b,c,c,c,b,5,4,6,6,0,1,6,5,4,6,6,6,6,5,6,6,6,5,6,4,1,10,7,8,11,8,11,8,9,9,10,No,0,NA,NA,b,2,single,1/13/2023 18:04
en,TRUE,game,2,m,5,m,30,d,b,b,b,e,b,c,a,a,c,c,c,5,5,6,4,6,5,6,4,6,5,6,5,5,6,4,6,5,6,5,6,4,3,3,3,2,8,3,3,9,4,5,No,0,NA,NA,a,2,in relationship,3/11/2023 1:56
en,TRUE,game,2,m,6,m,30,e,d,c,c,c,b,c,a,b,a,c,c,4,2,3,4,5,5,2,2,2,3,2,2,3,4,5,6,5,4,3,2,1,3,4,3,5,4,2,1,2,3,4,Yes,0,NA,NA,a,2,in relationship,2/6/2023 21:23
pl,TRUE,NA,1,m,6,m,19,e,a,a,c,b,a,c,b,a,c,c,a,1,0,4,2,0,1,0,0,1,2,0,6,1,0,2,2,2,3,2,0,0,7,4,9,7,11,6,8,8,9,8,Nie,0,NA,NA,b,2,in relationship,2/13/2023 16:19
pl,TRUE,KG0902,1,f,1,m,22,a,c,b,c,c,e,c,b,a,a,b,b,4,0,5,6,0,4,2,1,4,6,0,6,6,0,3,2,6,6,4,0,1,7,6,6,6,6,8,11,6,6,6,Nie,0,NA,NA,a,2,single,1/7/2023 20:21
pl,TRUE,NA,1,f,6,f,21,e,c,a,d,e,b,a,a,b,c,b,b,2,4,1,5,0,0,2,0,1,5,5,3,1,0,2,5,5,1,5,0,1,8,9,9,7,7,8,8,9,7,9,Nie,0,NA,NA,b,2,single,1/10/2023 22:15
en,TRUE,game,1,f,0,m,35,b,e,d,c,b,d,c,c,b,c,c,a,4,5,4,5,6,4,5,6,4,5,5,3,4,5,4,5,6,5,5,6,5,5,4,2,8,3,3,7,4,3,3,Yes,1,1,NA,a,2,in relationship,3/29/2023 16:03
en,TRUE,game,1,m,0,f,30,e,c,d,d,d,c,a,c,b,b,b,b,4,3,5,4,5,6,5,4,4,4,3,5,4,5,5,4,6,5,4,5,4,7,7,8,7,6,7,7,6,7,6,Yes,1,6,NA,a,2,in relationship,3/29/2023 16:28
en,TRUE,NA,1,m,1,f,46,e,c,e,e,d,b,c,a,a,c,c,a,3,1,5,6,1,5,6,0,4,6,0,4,6,1,5,5,2,3,6,3,3,2,6,7,4,6,5,6,7,6,7,No,0,NA,NA,b,2,single,2/7/2023 1:09
en,TRUE,NA,1,m,0,f,66,d,c,e,c,c,b,a,a,b,c,c,c,4,2,4,4,0,2,3,1,3,3,0,1,4,2,3,2,4,2,2,1,3,2,4,10,6,5,2,7,10,8,6,Yes,3,32,38,b,2,in relationship,3/29/2023 17:04
en,TRUE,NA,1,f,5,f,25,b,e,d,c,b,b,b,b,a,b,a,b,3,4,3,4,3,4,3,2,4,3,4,3,4,3,4,3,4,3,4,3,4,9,5,6,4,7,10,9,8,7,9,Yes,2,5,7,b,2,in relationship,2/6/2023 21:34
en,TRUE,game,1,m,0,f,53,b,c,e,a,d,a,c,b,a,c,c,c,5,3,5,6,1,1,5,5,4,6,4,4,6,2,5,5,4,5,6,1,5,4,7,6,6,5,5,9,8,7,7,No,0,NA,NA,b,2,single,3/29/2023 16:09
en,TRUE,GAME,1,f,5,f,33,b,c,e,e,b,b,c,b,c,b,a,a,1,3,4,1,4,3,4,3,1,1,3,3,0,2,0,5,2,2,4,3,1,8,2,1,5,3,6,5,6,6,6,No,1,NA,NA,a,2,in relationship,2/23/2023 23:46
en,TRUE,NA,1,f,4,f,20,b,c,b,e,e,d,b,b,b,b,a,c,4,2,4,5,3,4,3,4,3,5,3,5,3,4,4,3,3,4,2,5,4,3,4,3,3,5,3,2,2,2,4,No,0,NA,NA,a,3,in relationship,2/24/2023 4:03
en,TRUE,Game,1,f,0,m,29,c,c,b,c,d,a,c,b,a,c,c,a,1,0,6,6,5,6,0,0,6,6,6,6,6,0,6,0,6,6,0,0,6,11,6,11,11,11,6,6,11,11,11,Yes,2,3,11,a,2,in relationship,3/29/2023 16:34
en,TRUE,game,1,m,6,m,22,b,a,a,b,a,b,c,a,b,c,b,c,2,3,5,4,0,2,0,0,0,4,2,3,2,0,3,0,1,5,0,0,3,6,6,8,8,8,7,6,6,7,6,No,0,NA,NA,b,2,single,2/6/2023 22:47
en,TRUE,NA,1,f,4,f,65,c,e,b,e,b,e,c,a,c,b,c,a,5,6,5,6,4,5,6,5,6,5,4,2,3,5,6,4,5,5,1,5,1,4,8,7,9,7,7,9,7,4,4,Yes,2,20,18,b,2,in relationship,3/29/2023 16:04
pl,TRUE,KG0902,1,f,0,m,18,e,c,b,b,c,b,b,c,b,a,b,c,0,2,6,5,6,0,3,0,3,6,6,6,0,0,6,0,6,6,0,3,0,7,1,9,1,11,1,7,5,6,7,Nie,0,NA,NA,b,2,single,12/25/2022 20:19
pl,TRUE,AB12,1,f,0,m,22,e,b,c,d,d,e,c,a,c,c,b,b,3,4,4,4,0,0,2,0,0,5,2,2,3,5,3,5,5,1,6,5,3,10,6,6,8,7,7,6,8,7,7,Nie,0,NA,NA,a,2,in relationship,12/29/2022 21:56
en,TRUE,NA,1,f,5,f,35,d,a,e,e,b,d,b,b,b,a,b,c,2,1,2,4,3,4,3,4,5,4,3,3,4,5,3,4,3,4,3,4,3,6,3,4,4,5,4,5,3,10,11,Yes,1,8,NA,a,2,in relationship,2/7/2023 0:15
en,TRUE,game,1,m,1,f,32,e,e,e,c,c,a,c,c,a,b,c,b,1,1,5,4,0,3,0,0,2,5,2,5,4,2,5,5,0,5,5,0,5,6,6,7,6,6,7,6,7,7,6,Yes,2,3,5,b,2,in relationship,2/6/2023 22:48
pl,TRUE,AB12,1,f,0,m,32,d,a,a,d,a,e,c,c,c,c,c,c,4,6,5,6,2,4,3,2,2,5,5,2,6,5,5,5,6,5,6,5,6,6,10,8,8,6,5,10,9,10,8,Nie,0,NA,NA,b,2,single,12/28/2022 1:02
pl,TRUE,AB12,1,f,0,m,22,a,c,b,c,c,e,c,a,b,b,c,a,5,2,4,5,0,4,1,2,4,4,4,5,4,1,4,5,5,6,4,1,5,4,9,7,7,7,4,8,7,8,7,Nie,0,NA,NA,b,2,in relationship,1/11/2023 18:21
pl,TRUE,KG0902,1,m,0,f,23,e,e,c,a,e,e,c,b,c,a,b,c,5,1,4,6,0,2,0,0,3,5,5,4,2,1,3,5,1,4,3,0,3,9,5,10,4,6,7,10,6,9,6,Nie,0,NA,NA,b,2,single,12/25/2022 20:21
pl,TRUE,NA,1,m,5,m,20,a,a,b,a,c,a,a,b,a,c,b,c,6,1,6,3,0,3,3,0,3,5,4,6,5,0,1,5,0,4,3,0,2,8,11,11,6,8,6,11,11,11,6,Nie,0,NA,NA,a,2,single,2/12/2023 15:04
pl,TRUE,AB12,1,f,1,m,24,a,e,e,d,c,e,c,b,c,a,b,c,4,3,3,5,3,2,2,3,3,5,0,4,5,3,4,5,5,5,3,3,5,7,6,6,4,4,6,8,6,6,6,Nie,0,NA,NA,b,2,in relationship,12/28/2022 18:37
en,TRUE,game,1,m,0,f,35,a,b,e,c,e,b,c,c,c,a,a,b,3,4,4,1,1,2,3,4,3,3,4,3,4,3,4,5,4,3,4,5,4,7,8,7,6,5,7,5,7,7,8,Yes,1,4,NA,b,2,in relationship,3/29/2023 16:03
en,TRUE,NA,1,f,0,m,47,c,e,c,e,d,b,c,b,a,a,a,c,3,3,2,3,3,4,3,3,2,3,3,2,2,3,2,3,2,3,2,2,3,6,5,6,6,6,6,6,5,6,6,Yes,2,15,18,b,2,in relationship,3/29/2023 18:46
pl,TRUE,NA,1,m,1,f,26,a,a,e,a,a,a,c,b,c,b,b,b,5,5,5,4,0,1,0,0,1,5,1,3,0,1,2,3,4,2,4,0,2,4,7,9,6,11,4,6,6,7,8,Nie,0,NA,NA,b,2,in relationship,12/16/2022 19:16
en,TRUE,INSTAGRAM STUDY,1,f,4,f,21,e,e,e,e,d,e,c,c,c,c,b,b,1,0,3,4,1,1,1,0,3,4,2,3,3,0,3,2,4,2,3,0,3,6,6,8,5,5,7,6,8,6,7,No,0,NA,NA,b,2,single,1/24/2023 5:13
en,TRUE,NA,1,m,0,f,23,d,b,b,c,e,d,a,c,a,c,a,c,2,6,6,6,1,2,0,0,1,6,5,6,2,1,4,6,4,6,2,1,6,5,4,8,7,6,6,6,4,7,7,No,0,NA,NA,b,2,single,2/7/2023 0:14
pl,TRUE,AB13,1,m,6,m,31,e,a,b,b,e,b,a,c,a,c,a,a,6,6,6,6,2,6,3,1,5,6,4,6,6,4,5,5,3,5,2,6,6,9,11,8,10,10,9,11,11,10,10,Nie,0,NA,NA,b,1,in relationship,2/13/2023 15:37
en,TRUE,game,2,m,5,m,30,b,d,c,a,e,e,b,c,a,a,b,b,4,6,2,3,4,5,4,2,5,3,6,2,5,3,4,5,2,4,6,2,4,3,5,3,6,4,4,9,7,3,6,Yes,1,4,NA,b,4,in relationship,3/11/2023 3:31
pl,TRUE,NA,1,f,0,m,27,e,c,a,d,b,e,c,b,a,b,c,c,2,2,1,3,1,1,1,1,2,5,4,3,4,3,2,1,4,4,3,1,3,7,8,8,7,8,7,9,8,8,8,Nie,0,NA,NA,b,2,in relationship,12/16/2022 20:58
pl,TRUE,NA,1,f,0,m,34,c,e,e,b,e,b,c,b,a,a,b,b,2,0,4,4,0,0,1,0,5,6,0,5,5,0,6,2,6,6,4,0,5,2,8,9,7,10,3,8,8,7,10,Nie,0,NA,NA,b,2,in relationship,1/9/2023 1:28
en,TRUE,game,1,m,0,f,32,d,a,e,c,c,a,c,a,c,b,c,c,1,1,4,6,0,0,0,1,4,6,1,2,2,0,6,2,0,1,1,0,3,7,5,6,9,11,7,6,8,11,6,Yes,2,6,17,a,2,in relationship,2/24/2023 0:24
en,TRUE,game,1,m,0,f,38,e,c,e,e,e,e,b,b,c,c,c,b,3,0,5,5,0,3,3,0,5,5,1,5,4,1,5,5,0,5,5,3,5,6,6,9,6,6,6,6,9,8,7,Yes,1,16,NA,b,2,in relationship,2/6/2023 21:13
en,TRUE,game,1,m,0,f,27,b,d,b,c,b,a,c,b,a,c,c,a,5,0,6,6,0,2,5,0,0,2,3,4,5,4,2,4,6,5,5,4,3,6,6,6,7,8,6,8,7,9,8,Yes,1,5,NA,a,2,in relationship,3/7/2023 20:37
